text,label
"RESEARCH COLLABORATION CONFIDENTIALITY AGREEMENT

This Confidentiality Agreement (""Agreement"") is made effective as of March 5, 2025, between:

UNIVERSITY RESEARCH CENTER, with offices at 888 Campus Drive, Cambridge, Massachusetts 02138 (""University"")

and

INDUSTRIAL PARTNERS CORP., with offices at 999 Technology Park, Boston, Massachusetts 02110 (""Industry Partner"")

BACKGROUND
The Parties wish to explore a potential research collaboration in the field of artificial intelligence.

1. CONFIDENTIAL INFORMATION
Confidential Information includes all research data, algorithms, experimental results, technical specifications, and any information marked as confidential.

2. MUTUAL OBLIGATIONS
Each Party agrees to: (a) maintain the confidentiality of the other Party's Confidential Information; (b) use such information only for evaluating the potential collaboration; (c) not disclose such information to third parties without written consent; (d) protect such information with reasonable care.

3. INTELLECTUAL PROPERTY
Each Party retains all rights to its pre-existing intellectual property.

4. TERM
This Agreement shall remain in effect for four (4) years from the Effective Date.

5. RETURN OF INFORMATION
Upon request, each Party shall return or destroy all Confidential Information received from the other Party.

6. GOVERNING LAW
This Agreement shall be governed by Massachusetts law.

IN WITNESS WHEREOF, the Parties have executed this Agreement.

UNIVERSITY RESEARCH CENTER

By: _________________________
Name: Dr. Emily Wilson
Title: Director of Research

INDUSTRIAL PARTNERS CORP.

By: _________________________
Name: Dr. Michael Brown
Title: Chief Technology Officer",Non-disclosure Agreement
"INTERNATIONAL JOINT VENTURE NON-DISCLOSURE AGREEMENT

This Non-Disclosure Agreement (""Agreement"") is entered into as of April 12, 2025, between:

EUROPEAN TECHNOLOGY GROUP GmbH, with offices at 101 Innovation Strasse, Berlin, Germany 10115 (""European Party"")

and

ASIAN MANUFACTURING CONSORTIUM LTD., with offices at 202 Factory Road, Singapore 123456 (""Asian Party"")

WHEREAS, the Parties are discussing a potential joint venture for manufacturing advanced technology products;
WHEREAS, each Party may disclose confidential information to the other;

1. CONFIDENTIAL INFORMATION
Confidential Information includes all technical, business, financial, and other information disclosed by either Party, including: manufacturing processes, technical specifications, business plans, financial data, and any information marked as confidential.

2. MUTUAL OBLIGATIONS
Each Party agrees to: (a) maintain the confidentiality of the other Party's Confidential Information; (b) use such information only for evaluating the potential joint venture; (c) not disclose such information to third parties without written consent; (d) protect such information with reasonable care.

3. INTERNATIONAL CONSIDERATIONS
The Parties acknowledge that Confidential Information may be subject to export control laws and regulations.

4. TERM
This Agreement shall remain in effect for five (5) years from the Effective Date.

5. RETURN OF INFORMATION
Upon request, each Party shall return or destroy all Confidential Information received from the other Party.

6. GOVERNING LAW
This Agreement shall be governed by the laws of Singapore.

IN WITNESS WHEREOF, the Parties have executed this Agreement.

EUROPEAN TECHNOLOGY GROUP GmbH

By: _________________________
Name: Hans Mueller
Title: Geschäftsführer

ASIAN MANUFACTURING CONSORTIUM LTD.

By: _________________________
Name: Wei Chen
Title: Chief Executive Officer",Non-disclosure Agreement
"CONSULTANT CONFIDENTIALITY AGREEMENT

This Consultant Confidentiality Agreement (""Agreement"") is made effective as of May 20, 2025, between:

HEALTHCARE SERVICES NETWORK, with offices at 333 Medical Center Drive, Chicago, Illinois 60601 (""Company"")

and

CONSULTANT: Dr. Amanda Wilson (""Consultant""), with address at 444 Advisory Lane, Chicago, Illinois 60602

BACKGROUND
Company is engaging Consultant to provide strategic advice and may disclose confidential information.

1. CONFIDENTIAL INFORMATION
Confidential Information includes all non-public information about Company's business, including: patient data, financial information, operational processes, strategic plans, and any information marked as confidential.

2. CONSULTANT'S OBLIGATIONS
Consultant agrees to: (a) maintain strict confidentiality of all Confidential Information; (b) use Confidential Information only for providing consulting services; (c) not disclose Confidential Information to any third party; (d) comply with all applicable healthcare privacy laws including HIPAA; (e) implement reasonable security measures to protect Confidential Information.

3. TERM
This Agreement shall remain in effect during the consulting engagement and for three (3) years thereafter.

4. RETURN OF INFORMATION
Upon Company's request, Consultant shall return or destroy all Confidential Information.

5. GOVERNING LAW
This Agreement shall be governed by Illinois law.

ACKNOWLEDGMENT
Consultant acknowledges and agrees to the terms of this Agreement.

COMPANY:
HEALTHCARE SERVICES NETWORK

By: _________________________
Name: Thomas Anderson
Title: Chief Executive Officer

CONSULTANT:
_________________________
Dr. Amanda Wilson
Date: _________________________",Non-disclosure Agreement
"PARTNERSHIP AGREEMENT OF SYNAPSE DYNAMICS LLC

THIS PARTNERSHIP AGREEMENT (the ""Agreement"") is made and entered into as of this 15th day of May, 2024, by and between ALICE CHEN (""Chen"") and BENJAMIN ROSS (""Ross""), collectively referred to as the ""Partners"".

RECITALS
WHEREAS, the Partners desire to form a general partnership to develop, market, and sell a Software-as-a-Service (SaaS) platform for project management in the construction industry; and
WHEREAS, the Partners wish to set forth their respective rights, duties, and obligations with respect to said partnership.

NOW, THEREFORE, in consideration of the mutual covenants contained herein, the Partners agree as follows:

ARTICLE I: FORMATION AND BUSINESS
1.1 Formation. The Partners hereby form a general partnership (the ""Partnership"") pursuant to the laws of the State of Delaware.
1.2 Name. The business of the Partnership shall be conducted under the name ""Synapse Dynamics LLC"".
1.3 Principal Place of Business. The principal office of the Partnership shall be at 123 Tech Boulevard, Wilmington, Delaware 19801.
1.4 Purpose. The purpose of the Partnership is to develop, license, market, and support the SaaS platform known as ""ConstructFlow"", and to engage in any other lawful business related thereto.

ARTICLE II: CAPITAL CONTRIBUTIONS
2.1 Initial Contributions. The initial capital of the Partnership shall be contributed by the Partners as follows:
    - Chen: $75,000 in cash and the intellectual property related to the initial prototype of ConstructFlow, valued at $175,000. Total Capital Account: $250,000.
    - Ross: $250,000 in cash. Total Capital Account: $250,000.
2.2 Capital Accounts. A separate capital account shall be maintained for each Partner.

ARTICLE III: PROFIT, LOSS, AND DISTRIBUTIONS
3.1 Profit and Loss Allocation. The net profits and losses of the Partnership shall be allocated equally (50% to Chen and 50% to Ross).
3.2 Distributions. Distributions of available cash flow shall be made quarterly and shall be allocated in accordance with the profit-sharing percentages.

ARTICLE IV: MANAGEMENT AND VOTING
4.1 Management. All Partners shall have equal rights in the management of the Partnership business.
4.2 Major Decisions. The following actions shall require the unanimous consent of all Partners: (a) borrowing money in excess of $50,000; (b) hiring or firing key employees; (c) admitting a new Partner; (d) selling substantially all assets of the Partnership.

ARTICLE V: WITHDRAWAL, DISSOLUTION, AND BUY-OUT
5.1 Voluntary Withdrawal. A Partner may withdraw upon giving 90 days' written notice.
5.2 Buy-Out. Upon withdrawal, the remaining Partner shall have the option to purchase the departing Partner's interest based on a valuation of 4x the Partnership's trailing 12-month EBITDA, payable over 36 months.
5.3 Dissolution. The Partnership shall dissolve upon the election of both Partners or upon the occurrence of any event that makes it unlawful for the business to be continued.

ARTICLE VI: GENERAL PROVISIONS
6.1 Governing Law. This Agreement shall be governed by the laws of the State of Delaware.
6.2 Entire Agreement. This Agreement constitutes the entire understanding between the Partners.

IN WITNESS WHEREOF, the Partners have executed this Agreement as of the date first written above.

_________________________ 
Alice Chen

_________________________
Benjamin Ross",Partnership
"GENERAL PARTNERSHIP AGREEMENT OF STERLING, BLACK & MONROE, LLP

THIS PARTNERSHIP AGREEMENT is made and entered into as of June 1, 2024, by and between JAMES STERLING, ESQ. (""Sterling""), ELIZABETH BLACK, ESQ. (""Black""), and ROBERT MONROE, ESQ. (""Monroe""), all practicing attorneys duly licensed in the State of New York.

RECITALS
WHEREAS, the parties desire to form a limited liability partnership (LLP) for the practice of law in the areas of corporate law, intellectual property, and litigation; and
WHEREAS, the parties wish to define their respective capital contributions, profit shares, and managerial responsibilities.

ARTICLE I: THE PARTNERSHIP
1.1 Name. The name of the Partnership shall be ""Sterling, Black & Monroe, LLP"".
1.2 Term. The Partnership shall commence on June 1, 2024, and shall continue until terminated as provided herein.
1.3 Registered Office. The registered office of the Partnership shall be at 450 Park Avenue, New York, NY 10022.

ARTICLE II: CAPITAL CONTRIBUTIONS
2.1 Initial Capital. Each Partner shall contribute the following initial capital:
    - Sterling: $200,000
    - Black: $150,000
    - Monroe: $150,000
2.2 Interest. No interest shall be paid on capital contributions.

ARTICLE III: PROFITS, LOSSES, AND DRAWINGS
3.1 Profit Sharing. Net profits shall be allocated as follows: Sterling 40%, Black 30%, Monroe 30%. Losses shall be allocated in the same proportion.
3.2 Partner Draws. Each Partner shall be entitled to a monthly draw against their anticipated share of annual profits, subject to adjustment at year-end based on actual profitability.

ARTICLE IV: MANAGEMENT AND AUTHORITY
4.1 Management Committee. The management of the Partnership shall be vested in a Management Committee consisting of all Partners.
4.2 Voting. Except as otherwise provided, decisions shall be made by majority vote based on profit-sharing percentages. Admission of new partners, merger, or dissolution requires unanimous consent.

ARTICLE V: WITHDRAWAL AND DISSOLUTION
5.1 Retirement. A Partner may retire upon giving 180 days' written notice.
5.2 Payout. Upon retirement, the retiring Partner's capital account shall be returned. The goodwill of the Practice shall not be considered an asset of the Partnership for buy-out purposes. Payout for work-in-progress and accounts receivable shall be made as collected.
5.3 Restrictive Covenant. For a period of two (2) years following withdrawal, a Partner shall not solicit any clients of the Partnership.

ARTICLE VI: LIABILITY AND INDEMNIFICATION
6.1 LLP Shield. Pursuant to the New York Partnership Law, the Partners shall not be personally liable for the malpractice or negligence of other Partners.
6.2 Insurance. The Partnership shall maintain professional liability insurance with a coverage limit of not less than $5,000,000.

IN WITNESS WHEREOF, the parties have executed this Agreement.

_________________________ 
James Sterling, Esq.

_________________________
Elizabeth Black, Esq.

_________________________
Robert Monroe, Esq.",Partnership
"AMENDED AND RESTATED LIMITED PARTNERSHIP AGREEMENT OF HARBOR VIEW REAL ESTATE FUND, LP

This AMENDED AND RESTATED LIMITED PARTNERSHIP AGREEMENT (this ""Agreement"") of HARBOR VIEW REAL ESTATE FUND, LP, a Delaware limited partnership (the ""Partnership""), is made and entered into as of July 10, 2024, by and between COASTAL DEVELOPMENT GROUP, LLC, a Delaware limited liability company, as the general partner (the ""General Partner""), and the persons whose names are set forth on Exhibit A attached hereto, as the limited partners (the ""Limited Partners"").

BACKGROUND
WHEREAS, the Partnership was formed to acquire, develop, and manage a mixed-use commercial property located at 1000 Harbor Drive, Boston, Massachusetts (the ""Project""); and
WHEREAS, the General Partner and Limited Partners desire to set forth their agreement regarding the operation of the Partnership.

ARTICLE 1: THE PARTNERSHIP
1.1 Name. The name of the Partnership shall be ""Harbor View Real Estate Fund, LP"".
1.2 Purpose. The purpose of the Partnership is solely to acquire, develop, lease, operate, and ultimately sell the Project.
1.3 Term. The Partnership shall continue until December 31, 2034, unless earlier dissolved in accordance with this Agreement.

ARTICLE 2: CAPITAL CONTRIBUTIONS
2.1 General Partner Contribution. The General Partner has contributed $500,000 in cash and shall contribute its expertise in real estate development and management, valued at $500,000 for capital account purposes.
2.2 Limited Partner Contributions. The Limited Partners shall contribute an aggregate of $9,500,000 in cash, as set forth in their respective Capital Commitments on Exhibit A.
2.3 Capital Calls. The General Partner may make additional Capital Calls from the Limited Partners, up to their total Commitment, with 30 days' written notice to fund Project cost overruns.

ARTICLE 3: ALLOCATIONS AND DISTRIBUTIONS
3.1 Preferred Return. Distributions of Available Cash Flow shall first be made to the Limited Partners until they have received an 8% cumulative preferred return on their unreturned Capital Contributions.
3.2 Catch-Up. Thereafter, 100% of additional Available Cash Flow shall be distributed to the General Partner until it has received distributions equal to 20% of all distributions made pursuant to Section 3.1 and this Section 3.2.
3.3 Carry. Thereafter, Available Cash Flow shall be distributed 80% to the Limited Partners and 20% to the General Partner (the ""Promote"").

ARTICLE 4: RIGHTS AND DUTIES OF PARTNERS
4.1 Management by General Partner. The General Partner shall have full, exclusive, and complete discretion in the management and control of the Partnership's business.
4.2 Limited Liability. The Limited Partners shall not participate in the management or control of the Partnership business and shall have no personal liability for Partnership obligations beyond their Capital Contributions.

ARTICLE 5: DISSOLUTION
5.1 Dissolution Events. The Partnership shall dissolve upon the earlier of: (a) the sale of all or substantially all of the Project's assets; (b) the written election of the General Partner; or (c) the expiration of its term.

IN WITNESS WHEREOF, the parties have executed this Agreement.

GENERAL PARTNER:
COASTAL DEVELOPMENT GROUP, LLC
By: _________________________
Name: Sarah Jenkins
Title: Managing Member

LIMITED PARTNERS:
[Signatures contained on Exhibit A]",Partnership
"PARTNERSHIP AGREEMENT FOR GASTRONOMY VENTURES

This Partnership Agreement (""Agreement"") is entered into as of August 1, 2024, by and between MARCO VALENTI (""Valenti""), a chef residing in San Francisco, California, and AVALON CAPITAL PARTNERS, LLC (""Avalon""), a Delaware limited liability company.

RECITALS
WHEREAS, Valenti possesses significant culinary expertise and has developed the concept for a high-end Italian restaurant to be known as ""Sfizio""; and
WHEREAS, Avalon desires to provide capital for the development and operation of the restaurant in exchange for an ownership interest;

NOW, THEREFORE, the parties agree as follows:

1. FORMATION. The parties hereby form a general partnership (the ""Partnership"") under the laws of California to operate the restaurant ""Sfizio"" at 888 North Point St, San Francisco, CA.

2. CAPITAL CONTRIBUTIONS.
    2.1 Valenti shall contribute: (i) his culinary concept, recipes, and brand identity, valued at $300,000; (ii) his full-time services as Executive Chef and Managing Partner.
    2.2 Avalon shall contribute $700,000 in cash to cover initial leasehold improvements, equipment, furniture, fixtures, and operating capital.

3. PROFIT AND LOSS. The net profits and losses of the Partnership shall be allocated 60% to Valenti and 40% to Avalon.

4. MANAGEMENT AND DUTIES.
    4.1 Valenti shall be responsible for the day-to-day operations of the restaurant, including menu planning, food preparation, staffing, and quality control. He shall devote substantially all of his business time to the Partnership.
    4.2 Avalon shall be a silent partner. It shall have no involvement in daily operations but must approve any single capital expenditure over $25,000 or any annual operating budget.

5. DISTRIBUTIONS. Monthly distributions of available cash flow shall be made 60% to Valenti and 40% to Avalon. Valenti shall also receive a guaranteed monthly draw of $8,000 against his future profit share, which shall be treated as an advance.

6. BUY-SELL PROVISION. If Valenti wishes to terminate his involvement after three (3) years, Avalon shall have a right of first refusal to purchase his interest. The purchase price shall be determined by an independent appraisal of the business's fair market value.

IN WITNESS WHEREOF, the parties have executed this Agreement.

_________________________ 
Marco Valenti

AVALON CAPITAL PARTNERS, LLC
By: _________________________
Name: Cynthia Reed
Title: Managing Director",Partnership
"PARTNERSHIP DEED FOR STRATOS CONSULTING GROUP

This PARTNERSHIP DEED is made on the 10th day of September 2024 between:
DR. ARJUN MEHTA of 1 Science Park, Cambridge, MA
DR. LENA PETROVA of 200 Technology Square, Cambridge, MA
MR. DAVID COLE of 150 Main Street, Cambridge, MA
(collectively referred to as the ""Partners"").

WHEREAS the Partners have agreed to carry on the business of providing strategic management and technology consulting services in equal partnership.

IT IS HEREBY AGREED as follows:

1. NAME AND BUSINESS. The business shall be carried on under the name of ""Stratos Consulting Group"" with its principal office at 500 Massachusetts Ave, Cambridge, MA 02139.

2. COMMENCEMENT AND DURATION. The Partnership shall commence on October 1, 2024, and shall continue until terminated by mutual agreement or by operation of law.

3. CAPITAL. The initial capital of the Partnership shall be $300,000, contributed equally by the Partners in cash ($100,000 each). No interest shall be paid on capital.

4. PROFITS AND LOSSES. The net profits and losses of the Partnership shall be divided equally among the Partners.

5. BANKING. The banking account of the Partnership shall be maintained at Silicon Valley Bank, and all cheques shall be signed by any two Partners.

6. MANAGEMENT AND AUTHORITY. All Partners shall actively participate in the management of the business. Each Partner has the authority to bind the Partnership in contracts up to $50,000. Decisions above this threshold require a majority vote.

7. DRAWINGS. Each Partner shall be entitled to draw $12,000 per month as an advance against their share of profits, accounted for at the end of each financial year.

8. ACCOUNTS. Proper books of account shall be kept and shall be available for inspection by any Partner. The accounting year shall end on December 31st.

9. RETIREMENT. A Partner may retire from the Partnership by giving six months' notice in writing to the other Partners.

10. EXPULSION. A Partner may be expelled for gross misconduct or persistent neglect of duties by a unanimous vote of the other Partners.

11. GOODWILL. The goodwill of the business shall be deemed to be the property of the Partnership.

12. RESTRICTIONS. A Partner shall not, without the consent of the others, engage in any business competing with the Partnership while a member thereof.

IN WITNESS WHEREOF, the Partners have set their hands the day and year first above written.

SIGNED by DR. ARJUN MEHTA
_________________________

SIGNED by DR. LENA PETROVA
_________________________

SIGNED by MR. DAVID COLE
_________________________",Partnership
"LIMITED LIABILITY PARTNERSHIP AGREEMENT OF HEARTLAND CARDIOLOGY ASSOCIATES, LLP

This Limited Liability Partnership Agreement (this ""Agreement"") is made and entered into as of November 1, 2024, by and among the physicians who are signatories hereto (each, a ""Partner"" and collectively, the ""Partners""), who are all duly licensed to practice medicine in the State of Illinois.

BACKGROUND
A. The Partners are engaged in the practice of medicine, specializing in cardiology and cardiovascular surgery.
B. The Partners desire to form a limited liability partnership (LLP) under the Illinois Uniform Partnership Act to practice medicine together.

ARTICLE 1: THE LLP
1.1 Name. The name of the LLP shall be ""Heartland Cardiology Associates, LLP"".
1.2 Purpose. The purpose of the LLP is to provide medical and surgical cardiology services, operate medical clinics, and engage in any related healthcare activities.
1.3 Principal Office. The principal office shall be at 7500 Medical Center Drive, Chicago, Illinois 60601.

ARTICLE 2: CAPITAL CONTRIBUTIONS
2.1 Initial Capital. Each Partner shall contribute an initial capital amount of $250,000, payable in cash or through forgiveness of initial accounts receivable, as detailed in Exhibit B.
2.2 Additional Contributions. No Partner shall be required to make additional capital contributions without their express written consent.

ARTICLE 3: COMPENSATION AND PROFIT SHARING
3.1 Compensation Pool. The net income of the LLP shall be allocated to a compensation pool after payment of all overhead expenses.
3.2 Distribution Formula. The compensation pool shall be distributed based on a point system that considers: (i) revenue generated (50%); (ii) seniority and administrative duties (30%); and (iii) research and teaching contributions (20%). The specific points allocated to each Partner are detailed in Exhibit C.

ARTICLE 4: MANAGEMENT
4.1 Executive Committee. The business and affairs of the LLP shall be managed by an Executive Committee of five (5) Partners elected by a majority vote for two-year terms.
4.2 Day-to-Day Management. The Executive Committee shall appoint a Managing Partner who shall be responsible for the day-to-day operations.

ARTICLE 5: WITHDRAWAL
5.1 Notice. A Partner may withdraw upon giving 180 days' prior written notice.
5.2 Buy-Out. Upon withdrawal, the Partner shall be entitled to receive the balance of their capital account. Payment for their share of accounts receivable and work-in-progress shall be made as collected over twelve (12) months. No payment shall be made for goodwill.

ARTICLE 6: MALPRACTICE INSURANCE
The LLP shall maintain occurrence-form medical malpractice insurance with limits of not less than $5,000,000 per occurrence and $10,000,000 in the aggregate.

ARTICLE 7: RESTRICTIVE COVENANT
For a period of two (2) years following withdrawal, a former Partner shall not practice medicine within a ten (10) mile radius of any existing LLP office location.

IN WITNESS WHEREOF, the Partners have executed this Agreement.

[Signatures of all 12 Partner Physicians]",Partnership
"PARTNERSHIP AGREEMENT FOR PRECISION BUILDERS

This Partnership Agreement (""Agreement"") is made this 15th day of January, 2025, between:
THOMAS O'MALLEY (""O'Malley""), with expertise in construction management, and
MICHAEL LIANG (""Liang""), with expertise in project estimation and client relations.

RECITALS
The parties wish to form a general partnership under the laws of Texas to operate a general contracting business specializing in custom residential construction.

AGREEMENT

1. BUSINESS NAME. The business shall operate under the name ""Precision Builders"".

2. PLACE OF BUSINESS. The principal place of business shall be at 3300 Construction Way, Austin, TX 78744.

3. TERM. The Partnership begins on February 1, 2025, and shall continue until terminated by mutual agreement or by operation of law.

4. CAPITAL.
    - O'Malley contributes $150,000 in cash and a Ford F-350 truck valued at $50,000. Total: $200,000.
    - Liang contributes $200,000 in cash. Total: $200,000.

5. PROFIT AND LOSS. Profits and losses shall be shared equally (50/50).

6. DUTIES.
    - O'Malley shall serve as Chief Operations Officer, responsible for on-site construction management, subcontractor coordination, and quality control.
    - Liang shall serve as Chief Executive Officer, responsible for client acquisition, contract negotiation, budgeting, and financial management.
    - Both Partners shall devote their full time and attention to the business.

7. DRAWINGS. Each Partner shall be entitled to a monthly draw of $7,500, which shall be treated as an advance against their share of annual profits.

8. BANK ACCOUNT. The Partnership shall maintain an account at Frost Bank. Checks over $10,000 require two signatures.

9. DECISION MAKING. Major decisions (e.g., contracts over $75,000, taking on new debt, hiring key employees) require unanimous consent. Day-to-day operational decisions may be made by the Partner responsible for that area.

10. VOLUNTARY WITHDRAWAL. A Partner may withdraw upon 90 days' written notice. The remaining Partner shall have the first option to purchase the withdrawing Partner's interest. The purchase price shall be the fair market value of the Partnership's tangible assets plus the withdrawing Partner's capital account balance, as determined by an independent CPA.

11. NON-COMPETE. During the term of the Partnership and for two years thereafter, a Partner shall not engage in a competing general contracting business within a 50-mile radius of Austin, Texas.

SIGNED:

_________________________ 
Thomas O'Malley

_________________________
Michael Liang",Partnership
"JOINT VENTURE AGREEMENT FOR THE REDSTONE RESIDENTIAL DEVELOPMENT PROJECT

This Joint Venture Agreement (this ""Agreement"") is made as of March 22, 2025, by and between:
NORTH STAR PROPERTIES, INC., a Delaware corporation (""North Star""), and
SUMMIT CONSTRUCTION CO., a California corporation (""Summit"").
North Star and Summit are sometimes referred to individually as a ""Venturer"" and collectively as the ""Venturers"".

RECITALS
A. The Venturers wish to jointly acquire, entitle, and develop a 50-acre parcel of land located in Redstone County, California (APN: 123-456-789), for the development of a 150-unit single-family residential subdivision (the ""Project"").
B. The Venturers intend to form a joint venture partnership for the sole purpose of completing the Project.

AGREEMENT
1. FORMATION. The Venturers hereby form a joint venture partnership (the ""JV"") pursuant to the California Uniform Partnership Act. The JV shall be governed by this Agreement.

2. NAME. The JV shall operate under the name ""Redstone Development Venture"".

3. PURPOSE AND SCOPE. The purpose of the JV is solely and exclusively to develop and sell the Project. The JV shall not engage in any other business.

4. CAPITAL CONTRIBUTIONS.
    4.1 North Star shall contribute its expertise in land acquisition, entitlement, and marketing, and shall be responsible for securing financing for 60% of the total project cost.
    4.2 Summit shall contribute its expertise in construction and project management, and shall serve as the general contractor for the Project.
    4.3 The initial cash capital required for land acquisition and soft costs, estimated at $5,000,000, shall be contributed 60% by North Star and 40% by Summit.

5. PROFITS AND LOSSES. The net profits and losses of the JV from the Project shall be allocated 60% to North Star and 40% to Summit.

6. MANAGEMENT. A Management Committee comprised of two (2) representatives from North Star and two (2) representatives from Summit shall manage the JV. Major decisions require unanimous approval.

7. TERM. The JV shall commence on the date hereof and shall terminate upon the earlier of: (i) the sale of the last unit in the Project; (ii) the mutual written agreement of the Venturers; or (iii) December 31, 2028.

8. DEFAULT. If either Venturer fails to meet its funding obligations, the non-defaulting Venturer may elect to contribute the defaulted amount. Such contribution shall be treated as a loan to the JV with interest at 12% per annum, repayable from the defaulting Venturer's share of future distributions.

9. WINDING UP. Upon termination, the JV shall be wound up, its assets liquidated, and the proceeds distributed in accordance with the positive balances in the Venturers' capital accounts.

IN WITNESS WHEREOF, the Venturers have executed this Agreement.

NORTH STAR PROPERTIES, INC.
By: _________________________
Name: Jonathan Blake
Title: President

SUMMIT CONSTRUCTION CO.
By: _________________________
Name: Maria Rodriguez
Title: CEO",Partnership
"SILENT PARTNERSHIP AGREEMENT FOR THE INNOVATION CAFE

This Silent Partnership Agreement (""Agreement"") is made as of April 5, 2025, between:
EMMA SANTOS (""Managing Partner""), an individual residing in Portland, Oregon, and
GLOBAL HORIZONS INVESTMENT FUND, LP (""Silent Partner""), a Delaware limited partnership.

BACKGROUND
The Managing Partner has developed a concept for a technology-themed cafe and coworking space called ""The Innovation Cafe"". The Silent Partner wishes to provide capital for the venture while remaining inactive in its management.

AGREEMENT
1. FORMATION. The parties form a limited partnership under Oregon law. The Managing Partner shall be the General Partner. The Silent Partner shall be the Limited Partner.

2. BUSINESS. The business shall be the operation of ""The Innovation Cafe"" at 1010 NW Tech Street, Portland, OR 97209.

3. CAPITAL CONTRIBUTIONS.
    - The Silent Partner shall contribute $500,000 in cash.
    - The Managing Partner shall contribute $50,000 in cash and her full-time services as the operator and manager of the cafe, valued at $100,000 for capital account purposes.

4. PROFIT AND LOSS. Net profits and losses shall be allocated 75% to the Silent Partner and 25% to the Managing Partner.

5. MANAGEMENT. The Managing Partner shall have sole and exclusive responsibility for the day-to-day management and operation of the business. The Silent Partner shall not participate in management and shall have no authority to bind the partnership.

6. LIABILITY. The liability of the Silent Partner shall be limited to its capital contribution.

7. DISTRIBUTIONS. Quarterly distributions of available cash flow shall be made 75% to the Silent Partner and 25% to the Managing Partner. The Managing Partner shall also receive a market-rate salary for her services as manager, which shall be treated as an operating expense.

8. REPORTING. The Managing Partner shall provide the Silent Partner with monthly financial statements and an annual profit and loss statement prepared by a certified public accountant.

9. TRANSFER. The Silent Partner may assign its interest to an affiliate with prior written notice to the Managing Partner.

10. TERM AND BUY-OUT. The partnership shall have a term of five (5) years. At the end of the term, the Managing Partner shall have the option to buy out the Silent Partner's interest for its then-current capital account balance plus a 10% premium.

11. SILENT PARTNER RIGHTS. The Silent Partner's consent shall be required only for: (a) decisions that would alter the fundamental nature of the business; (b) the admission of additional partners; (c) the incurrence of debt in excess of $100,000.

IN WITNESS WHEREOF, the parties have executed this Agreement.

_________________________ 
Emma Santos, Managing Partner

GLOBAL HORIZONS INVESTMENT FUND, LP
By: Its General Partner, GH Management, LLC
By: _________________________
Name: Robert Kim
Title: Managing Director",Partnership
"PARTNERSHIP AGREEMENT OF PEAK PERFORMANCE PHYSICAL THERAPY, LLP

This Limited Liability Partnership Agreement (this ""Agreement"") is made and entered into as of May 15, 2025, by and among the physical therapists who are signatories hereto (each, a ""Partner"" and collectively, the ""Partners""), all of whom are licensed physical therapists in the State of Colorado.

ARTICLE I: FORMATION
1.1 Name. The name of the LLP shall be ""Peak Performance Physical Therapy, LLP"".
1.2 Purpose. The purpose is to operate outpatient physical therapy clinics providing orthopedic, sports, and rehabilitative services.
1.3 Principal Office. The principal office shall be at 5678 Mountain View Road, Denver, CO 80202.

ARTICLE II: CAPITAL CONTRIBUTIONS
2.1 Initial Capital. Each Partner shall contribute $100,000 in cash, payable upon execution of this Agreement.
2.2 Loans. No Partner shall be required to lend money to the LLP.

ARTICLE III: PROFIT AND LOSS ALLOCATION
3.1 Allocation. The net income of the LLP shall be allocated based on a unit system. Each Partner receives 100 base units. Additional units are awarded for: (a) Seniority (5 units per year, max 50); (b) Administrative Role (e.g., Clinic Director: 25 units); (c) Revenue Generation (units based on a sliding scale of collections). The specific unit allocation is detailed in Schedule A.
3.2 Losses. Net losses shall be allocated in the same proportion as the most recent profit allocation.

ARTICLE IV: MANAGEMENT
4.1 Board of Partners. The business shall be managed by a Board of Partners consisting of all Partners. Each Partner shall have one vote.
4.2 Managing Partner. The Board shall elect a Managing Partner for a two-year term to handle day-to-day administrative duties.

ARTICLE V: WITHDRAWAL
5.1 Notice. A Partner may withdraw by giving 120 days' written notice.
5.2 Purchase Price. Upon withdrawal, the LLP shall purchase the withdrawing Partner's interest for the fair value of their capital account. Payment shall be made in 48 equal monthly installments with interest at the applicable federal rate.
5.3 Restrictive Covenant. A withdrawing Partner shall not practice physical therapy within a 7-mile radius of any existing LLP clinic for a period of 18 months.

ARTICLE VI: PROFESSIONAL RESPONSIBILITY
6.1 Licensure. Each Partner shall maintain an active, unrestricted license to practice physical therapy in Colorado.
6.2 Malpractice Insurance. The LLP shall maintain malpractice insurance with limits of not less than $1,000,000 per occurrence/$3,000,000 aggregate.

IN WITNESS WHEREOF, the Partners have executed this Agreement.

[Signatures of 5 Partner Physical Therapists]",Partnership
